Diagnosed Diabetes; Total; Adults Aged 18+ Years; Age-Adjusted Percentage; U.S. States
2010,Guam,13.4,11,16.3
2010,Puerto Rico,12.7,11.6,13.9
2010,Virgin Islands of the U.S.,9.6,8.2,11.2
2011,Virgin Islands of the U.S.,No Data,No Data,No Data
2011,Alabama,10.9,10.1,11.7
2011,Alaska,8.6,7.2,10.2
2011,Arizona,9,7.9,10.2
2011,Arkansas,10.3,9.3,11.5
2011,California,8.5,7.9,9
2011,Colorado,6.6,6.1,7.2
2011,Connecticut,8.5,7.7,9.3
2011,Delaware,8.8,7.9,9.9
2011,District of Columbia,9.5,8.5,10.6
2011,Florida,9,8.3,9.7
2011,Georgia,10.2,9.5,10.9
2011,Hawaii,7.8,7.1,8.6
2011,Idaho,9,8.1,10
2011,Illinois,9.4,8.4,10.5
2011,Indiana,9.6,8.9,10.3
2011,Iowa,7.3,6.7,7.9
2011,Kansas,8.9,8.5,9.4
2011,Kentucky,10,9.3,10.8
2011,Louisiana,11.4,10.6,12.3
2011,Maine,8.3,7.8,8.9
2011,Maryland,8.9,8.2,9.7
2011,Massachusetts,7.5,7,8
2011,Michigan,9.2,8.5,9.9
2011,Minnesota,6.9,6.4,7.5
2011,Mississippi,11.6,10.9,12.4
2011,Missouri,9.4,8.5,10.3
2011,Montana,7,6.4,7.6
2011,Nebraska,7.8,7.3,8.2
2011,Nevada,10,8.7,11.6
2011,New Hampshire,7.8,7.1,8.6
2011,New Jersey,8.1,7.5,8.6
2011,New Mexico,9.4,8.7,10.1
2011,New York,9.7,8.9,10.5
2011,North Carolina,10.2,9.5,10.9
2011,North Dakota,7.6,6.9,8.4
2011,Ohio,9.1,8.4,9.8
2011,Oklahoma,10.5,9.7,11.3
2011,Oregon,8.4,7.6,9.3
2011,Pennsylvania,8.4,7.8,9
2011,Rhode Island,7.8,7,8.6
2011,South Carolina,11.2,10.5,12
2011,South Dakota,8.7,7.7,9.7
2011,Tennessee,10.3,9.1,11.7
2011,Texas,10.3,9.6,11
2011,Utah,7.4,6.9,7.9
2011,Vermont,6.8,6.2,7.5
2011,Virginia,9.9,8.9,10.9
2011,Washington,8.5,7.9,9.1
2011,West Virginia,10.6,9.8,11.5
2011,Wisconsin,7.6,6.8,8.5
2011,Wyoming,7.8,6.9,8.7
2011,Guam,11.3,9.5,13.3
2011,Puerto Rico,13.3,12.4,14.1
2012,Virgin Islands of the U.S.,No Data,No Data,No Data
2012,Alabama,11.1,10.3,11.9
2012,Alaska,7.2,6.2,8.4
2012,Arizona,10.1,9,11.3
2012,Arkansas,10.3,9.3,11.3
2012,California,9.6,8.9,10.2
2012,Colorado,7.2,6.7,7.8
2012,Connecticut,8.2,7.4,9
2012,Delaware,8.7,7.8,9.7
2012,District of Columbia,9,7.9,10.2
2012,Florida,9.9,8.9,10.9
2012,Georgia,9.6,8.8,10.5
2012,Hawaii,7,6.1,8
2012,Idaho,7.8,6.9,8.8
2012,Illinois,8.9,7.9,9.9
2012,Indiana,10.1,9.4,10.8
2012,Iowa,8.6,8,9.3
2012,Kansas,8.8,8.2,9.4
2012,Kentucky,9.8,9,10.5
2012,Louisiana,11.5,10.6,12.4
2012,Maine,8.2,7.6,8.9
2012,Maryland,9.4,8.7,10.1
2012,Massachusetts,7.7,7.2,8.2
2012,Michigan,9.4,8.7,10.1
2012,Minnesota,6.8,6.3,7.4
2012,Mississippi,11.7,10.9,12.6
2012,Missouri,9.6,8.8,10.6
2012,Montana,6.2,5.7,6.8
2012,Nebraska,7.4,7,7.9
2012,Nevada,8.5,7.4,9.7
2012,New Hampshire,7.8,7.2,8.5
2012,New Jersey,8.4,7.9,9
2012,New Mexico,9.4,8.8,10.1
2012,New York,9,8.1,10
2012,North Carolina,9.7,9.1,10.3
2012,North Dakota,7.8,7,8.7
2012,Ohio,10.5,9.8,11.1
2012,Oklahoma,10.6,9.9,11.4
2012,Oregon,9.1,8.2,10.1
2012,Pennsylvania,8.9,8.4,9.5
2012,Rhode Island,8.9,8,9.8
2012,South Carolina,10.6,9.9,11.3
2012,South Dakota,7,6.3,7.9
2012,Tennessee,10.9,10.1,11.8
2012,Texas,10.6,9.9,11.4
2012,Utah,7.9,7.3,8.4
2012,Vermont,6.4,5.7,7.2
2012,Virginia,9.8,9.1,10.6
2012,Washington,8.2,7.7,8.8
2012,West Virginia,11.1,10.3,12
2012,Wisconsin,7.5,6.6,8.5
2012,Wyoming,8.4,7.5,9.4
2012,Guam,10.4,8.7,12.2
2012,Puerto Rico,15.2,14.4,16.2
2013,Virgin Islands of the U.S.,No Data,No Data,No Data
2013,Alabama,12.7,11.7,13.7
2013,Alaska,7.3,6.3,8.4
2013,Arizona,9.8,8.5,11.3
2013,Arkansas,10.5,9.5,11.6
2013,California,9.9,9.1,10.6
2013,Colorado,6.3,5.8,6.8
2013,Connecticut,7.4,6.7,8.1
2013,Delaware,9.9,9,10.9
2013,District of Columbia,8.4,7.5,9.4
2013,Florida,9.4,8.8,10
2013,Georgia,10.4,9.7,11.3
2013,Hawaii,7.5,6.8,8.4
2013,Idaho,7.8,7,8.7
2013,Illinois,9.2,8.3,10.2
2013,Indiana,10,9.4,10.6
2013,Iowa,8.3,7.6,9
2013,Kansas,8.8,8.4,9.2
2013,Kentucky,9.7,9,10.4
2013,Louisiana,10.8,9.9,11.9
2013,Maine,8.1,7.5,8.9
2013,Maryland,9.2,8.5,9.9
2013,Massachusetts,7.7,7.2,8.4
2013,Michigan,9.3,8.7,9.9
2013,Minnesota,6.8,6.1,7.6
2013,Mississippi,12,11.1,13
2013,Missouri,8.7,7.9,9.6
2013,Montana,6.7,6.1,7.3
2013,Nebraska,8.4,7.8,9.1
2013,Nevada,9,7.8,10.5
2013,New Hampshire,8.1,7.3,8.9
2013,New Jersey,8.2,7.6,8.8
2013,New Mexico,9.8,9,10.6
2013,New York,9.7,8.9,10.5
2013,North Carolina,10.5,9.8,11.2
2013,North Dakota,8.1,7.4,8.9
2013,Ohio,9.2,8.6,9.9
2013,Oklahoma,10.2,9.5,11
2013,Oregon,8.3,7.5,9.1
2013,Pennsylvania,8.7,8.2,9.4
2013,Rhode Island,8.3,7.6,9.1
2013,South Carolina,11.3,10.6,12
2013,South Dakota,8.2,7.3,9.1
2013,Tennessee,11.1,10.1,12.3
2013,Texas,10.9,10.1,11.8
2013,Utah,7.7,7.2,8.3
2013,Vermont,6.7,6,7.4
2013,Virginia,9.2,8.5,9.9
2013,Washington,8,7.4,8.6
2013,West Virginia,11.2,10.4,12
2013,Wisconsin,7.3,6.5,8.3
2013,Wyoming,8,7.3,8.9
2013,Guam,14.8,12.7,17.3
2013,Puerto Rico,13.7,12.7,14.7
2014,Virgin Islands of the U.S.,No Data,No Data,No Data
2014,Alabama,11.8,11,12.6
2014,Alaska,7.6,6.7,8.7
2014,Arizona,9.1,8.5,9.8
2014,Arkansas,11.5,10.4,12.6
2014,California,9.9,9.2,10.7
2014,Colorado,7,6.5,7.5
2014,Connecticut,8,7.3,8.7
2014,Delaware,9.8,8.8,10.9
2014,District of Columbia,9.2,8,10.5
2014,Florida,9.4,8.8,10.2
2014,Georgia,11,10.2,11.9
2014,Hawaii,8.9,8,9.9
2014,Idaho,7.1,6.3,7.9
2014,Illinois,9.4,8.5,10.3
2014,Indiana,9.8,9.2,10.4
2014,Iowa,8.4,7.7,9
2014,Kansas,9.5,9,10
2014,Kentucky,11.4,10.5,12.3
2014,Louisiana,10.4,9.7,11.2
2014,Maine,7.8,7.2,8.5
2014,Maryland,9.2,8.5,9.9
2014,Massachusetts,8.8,8.2,9.5
2014,Michigan,9,8.4,9.6
2014,Minnesota,7.5,7.1,7.9
2014,Mississippi,11.9,10.8,13.1
2014,Missouri,10,9.1,11
2014,Montana,7.6,6.9,8.4
2014,Nebraska,8.4,7.9,8.9
2014,Nevada,8.9,7.8,10.1
2014,New Hampshire,7.9,7.1,8.7
2014,New Jersey,8.7,8.1,9.3
2014,New Mexico,10.4,9.6,11.3
2014,New York,9.2,8.5,10
2014,North Carolina,9.9,9.2,10.6
2014,North Dakota,8,7.2,8.8
2014,Ohio,10.3,9.6,11
2014,Oklahoma,10.9,10.2,11.6
2014,Oregon,8,7.3,8.8
2014,Pennsylvania,9.6,9,10.3
2014,Rhode Island,8.3,7.6,9.1
2014,South Carolina,10.7,10.1,11.4
2014,South Dakota,8.2,7.3,9.3
2014,Tennessee,11.7,10.7,12.8
2014,Texas,10.8,10.1,11.5
2014,Utah,7.7,7.2,8.2
2014,Vermont,7,6.3,7.7
2014,Virginia,9,8.4,9.6
2014,Washington,8.2,7.6,8.8
2014,West Virginia,12,11.2,12.9
2014,Wisconsin,8,7.2,8.8
2014,Wyoming,7.8,6.9,8.8
2014,Guam,11.8,10.3,13.5
2014,Puerto Rico,14.2,13.3,15.2
2015,Virgin Islands of the U.S.,No Data,No Data,No Data
2015,Alabama,12,11.2,12.9
2015,Alaska,7.8,6.6,9.2
2015,Arizona,9.1,8.4,9.9
2015,Arkansas,11.2,10.2,12.4
2015,California,9.6,9,10.3
2015,Colorado,6.4,5.9,6.9
2015,Connecticut,8.1,7.5,8.8
2015,Delaware,9.9,8.9,11
2015,District of Columbia,9.3,8,10.7
2015,Florida,9.3,8.6,10
2015,Georgia,10.7,9.8,11.6
2015,Hawaii,7.8,7,8.6
2015,Idaho,7.3,6.6,8.1
2015,Illinois,9.1,8.3,9.9
2015,Indiana,10.5,9.5,11.5
2015,Iowa,7.7,7,8.4
2015,Kansas,8.9,8.5,9.2
2015,Kentucky,12.1,11.1,13.1
2015,Louisiana,11.8,10.8,12.9
2015,Maine,8.2,7.5,9
2015,Maryland,9.4,8.6,10.2
2015,Massachusetts,8,7.3,8.7
2015,Michigan,9.5,8.8,10.2
2015,Minnesota,6.9,6.4,7.3
2015,Mississippi,13.6,12.5,14.7
2015,Missouri,10.2,9.4,11.1
2015,Montana,6.7,6,7.6
2015,Nebraska,8,7.5,8.5
2015,Nevada,9,7.7,10.6
2015,New Hampshire,6.8,6.2,7.4
2015,New Jersey,7.9,7.3,8.5
2015,New Mexico,10.5,9.5,11.5
2015,New York,8.9,8.3,9.5
2015,North Carolina,9.6,8.9,10.3
2015,North Dakota,8.1,7.3,9
2015,Ohio,9.5,8.9,10.2
2015,Oklahoma,10.7,9.9,11.5
2015,Oregon,9.6,8.7,10.5
2015,Pennsylvania,8.8,8,9.6
2015,Rhode Island,7.9,7.1,8.8
2015,South Carolina,10.5,9.8,11.2
2015,South Dakota,8.4,7.5,9.4
2015,Tennessee,11.4,10.4,12.5
2015,Texas,11.2,10.3,12
2015,Utah,7.5,7,8.1
2015,Vermont,7.1,6.4,7.9
2015,Virginia,9.6,8.9,10.3
2015,Washington,7.7,7.2,8.2
2015,West Virginia,12.5,11.6,13.4
2015,Wisconsin,7.4,6.6,8.3
2015,Wyoming,7.6,6.8,8.4
2015,Guam,14.2,11.8,16.9
2015,Puerto Rico,14.7,13.8,15.7
2016,Alabama,13.2,12.2,14.2
2016,Alaska,7.7,6.5,9.2
2016,Arizona,9.7,9,10.5
2016,Arkansas,12.1,10.8,13.5
2016,California,9.7,9,10.4
2016,Colorado,6.2,5.8,6.6
2016,Connecticut,8.5,7.9,9.1
2016,Delaware,9.1,8.1,10.2
2016,District of Columbia,8.4,7.6,9.3
2016,Florida,9.8,9.2,10.4
2016,Georgia,11.4,10.5,12.4
2016,Hawaii,9.5,8.7,10.4
2016,Idaho,8.1,7.3,9
2016,Illinois,9.5,8.7,10.5
2016,Indiana,10.4,9.8,11.1
2016,Iowa,8.1,7.5,8.8
2016,Kansas,8.5,8,9
2016,Kentucky,11.8,10.9,12.7
2016,Louisiana,11.1,10.1,12.2
2016,Maine,8.5,7.8,9.2
2016,Maryland,9.8,9.2,10.4
2016,Massachusetts,8.3,7.6,9
2016,Michigan,9.8,9.2,10.4
2016,Minnesota,7.6,7.1,8
2016,Mississippi,12.4,11.4,13.5
2016,Missouri,10.2,9.4,11.2
2016,Montana,6.9,6.2,7.7
2016,Nebraska,8,7.5,8.6
2016,Nevada,10.1,9.1,11.3
2016,New Hampshire,7.7,7,8.5
2016,New Jersey,8.1,7.3,8.9
2016,New Mexico,10.4,9.4,11.4
2016,New York,9.4,8.9,10
2016,North Carolina,10.1,9.3,10.9
2016,North Dakota,8.2,7.4,9
2016,Ohio,9.7,9,10.3
2016,Oklahoma,10.9,10.1,11.8
2016,Oregon,8.4,7.6,9.2
2016,Pennsylvania,9.6,8.8,10.4
2016,Rhode Island,8.6,7.8,9.5
2016,South Carolina,11.5,10.8,12.2
2016,South Dakota,6.9,6.1,7.8
2016,Tennessee,11.2,10.3,12.1
2016,Texas,10.9,9.9,11.9
2016,Utah,7.7,7.1,8.3
2016,Vermont,7.3,6.5,8.1
2016,Virginia,9.6,8.9,10.2
2016,Washington,8.6,8.1,9.1
2016,West Virginia,12.7,11.9,13.5
2016,Wisconsin,8.6,7.7,9.5
2016,Wyoming,7.6,6.7,8.6
2016,Guam,11.3,9.3,13.7
2016,Puerto Rico,13.7,12.7,14.8
2016,Virgin Islands of the U.S.,11.9,9.8,14.4
2017,Virgin Islands of the U.S.,No Data,No Data,No Data
2017,Alabama,12.5,11.7,13.4
2017,Alaska,7.7,6.4,9.1
2017,Arizona,9.4,8.8,9.9
2017,Arkansas,10.8,9.7,12.1
2017,California,9.8,9.1,10.7
2017,Colorado,7,6.5,7.6
2017,Connecticut,8.4,7.8,9.1
2017,Delaware,9.6,8.6,10.7
2017,District of Columbia,8.2,7.3,9.1
2017,Florida,8.6,7.9,9.3
2017,Georgia,10.6,9.8,11.5
2017,Hawaii,9.8,9,10.7
2017,Idaho,7.9,7.1,8.9
2017,Illinois,10.1,9.2,11
2017,Indiana,10.6,10.1,11.2
2017,Iowa,8.3,7.7,9
2017,Kansas,9.5,9.1,10
2017,Kentucky,11.3,10.4,12.3
2017,Louisiana,12.6,11.5,13.8
2017,Maine,8.7,8,9.5
2017,Maryland,9.4,8.8,10.1
2017,Massachusetts,8.4,7.5,9.4
2017,Michigan,9.5,8.9,10.1
2017,Minnesota,6.9,6.5,7.4
2017,Mississippi,12.9,11.8,14
2017,Missouri,9.1,8.4,9.9
2017,Montana,6.7,6,7.6
2017,Nebraska,9.2,8.6,9.9
2017,Nevada,9.4,8.3,10.7
2017,New Hampshire,7.1,6.3,7.9
2017,New Jersey,9.8,9,10.7
2017,New Mexico,9.7,8.8,10.7
2017,New York,9.4,8.8,10.1
2017,North Carolina,10.3,9.3,11.3
2017,North Dakota,8.5,7.8,9.2
2017,Ohio,9.9,9.2,10.6
2017,Oklahoma,11.7,10.9,12.6
2017,Oregon,8.3,7.6,9.2
2017,Pennsylvania,9,8.2,9.8
2017,Rhode Island,7.8,7,8.7
2017,South Carolina,11.8,11.1,12.6
2017,South Dakota,9.9,8.7,11.3
2017,Tennessee,11.7,10.7,12.7
2017,Texas,11.6,10.6,12.8
2017,Utah,7.5,6.9,8.1
2017,Vermont,6.8,6.2,7.6
2017,Virginia,9.6,8.9,10.3
2017,Washington,8.4,7.8,9
2017,West Virginia,12.8,11.9,13.7
2017,Wisconsin,8.1,7.1,9.2
2017,Wyoming,8.1,7.3,9
2017,Guam,16,13.7,18.6
2017,Puerto Rico,14.9,13.8,16.1
2018,Virgin Islands of the U.S.,No Data,No Data,No Data
2018,Alabama,12.7,11.8,13.6
2018,Alaska,8.7,7.4,10.2
2018,Arizona,9.6,8.6,10.6
2018,Arkansas,12.4,11.3,13.5
2018,California,9.7,9,10.4
2018,Colorado,6.6,6.1,7.1
2018,Connecticut,8.4,7.8,9
2018,Delaware,10.1,9.2,11.1
2018,District of Columbia,9.2,8.3,10.2
2018,Florida,10.5,9.6,11.5
2018,Georgia,11.7,11,12.4
2018,Hawaii,10.3,9.4,11.2
2018,Idaho,9.2,8.2,10.3
2018,Illinois,9,8.2,9.8
2018,Indiana,11.2,10.4,12
2018,Iowa,8.8,8.2,9.4
2018,Kansas,10.4,9.8,11.1
2018,Kentucky,12.1,11.1,13.1
2018,Louisiana,12.9,11.9,14
2018,Maine,8.7,8,9.5
2018,Maryland,10.8,10.2,11.4
2018,Massachusetts,7.7,6.9,8.5
2018,Michigan,10.2,9.5,10.9
2018,Minnesota,7.9,7.5,8.4
2018,Mississippi,12.9,12,13.9
2018,Missouri,10.2,9.3,11.1
2018,Montana,8.1,7.2,9
2018,Nebraska,8.8,8.3,9.5
2018,Nevada,9.6,8.4,11
2018,New Hampshire,8.7,7.9,9.5
2018,New Jersey,9.4,8.1,11
2018,New Mexico,11.2,10.3,12.2
2018,New York,9.8,9.3,10.3
2018,North Carolina,11,10,12
2018,North Dakota,8.7,7.9,9.6
2018,Ohio,10.7,10,11.4
2018,Oklahoma,11.4,10.5,12.4
2018,Oregon,10,9.1,11
2018,Pennsylvania,9.9,9,10.8
2018,Rhode Island,9.4,8.6,10.4
2018,South Carolina,11.6,10.9,12.3
2018,South Dakota,8.2,7.2,9.2
2018,Tennessee,12.2,11.1,13.3
2018,Texas,12,10.9,13.3
2018,Utah,8.7,8.1,9.4
2018,Vermont,7.6,6.9,8.4
2018,Virginia,9.5,8.8,10.2
2018,Washington,9,8.4,9.6
2018,West Virginia,13.4,12.5,14.5
2018,Wisconsin,7.4,6.6,8.3
2018,Wyoming,7.9,7.1,8.8
2018,Guam,15.4,13.2,17.8
2018,Puerto Rico,13.1,12.2,14.1
2019,New Jersey,No Data,No Data,No Data
2019,Virgin Islands of the U.S.,No Data,No Data,No Data
2019,Alabama,12.2,11.4,13
2019,Alaska,7.2,6.1,8.4
2019,Arizona,9.8,8.9,10.8
2019,Arkansas,12.1,11.1,13.1
2019,California,9.4,8.8,10
2019,Colorado,6.6,6.1,7.1
2019,Connecticut,8.2,7.6,8.9
2019,Delaware,10.9,9.7,12.2
2019,District of Columbia,9.5,8.4,10.7
2019,Florida,9.4,8.7,10.2
2019,Georgia,11.2,10.3,12.2
2019,Hawaii,9.2,8.5,10
2019,Idaho,9.3,8.3,10.3
2019,Illinois,9.9,9.2,10.8
2019,Indiana,11.1,10.4,11.9
2019,Iowa,9,8.5,9.6
2019,Kansas,9.7,9.2,10.3
2019,Kentucky,11.7,10.8,12.7
2019,Louisiana,11.3,10.4,12.3
2019,Maine,8.7,8,9.4
2019,Maryland,9.8,9.2,10.4
2019,Massachusetts,7.4,6.7,8.1
2019,Michigan,9.5,8.9,10.2
2019,Minnesota,7.8,7.4,8.3
2019,Mississippi,13.2,12.3,14.2
2019,Missouri,9,8.3,9.8
2019,Montana,6.4,5.8,7
2019,Nebraska,9.1,8.6,9.7
2019,Nevada,9.9,8.5,11.6
2019,New Hampshire,8,7.1,8.9
2019,New Mexico,11,10,12
2019,New York,9.3,8.7,10
2019,North Carolina,10.5,9.6,11.5
2019,North Dakota,8.2,7.4,9.1
2019,Ohio,10.3,9.6,11
2019,Oklahoma,11,10.2,11.9
2019,Oregon,7.5,6.8,8.3
2019,Pennsylvania,9.2,8.4,10
2019,Rhode Island,9.1,8.2,10
2019,South Carolina,11.6,10.7,12.5
2019,South Dakota,9.3,8,10.8
2019,Tennessee,12.1,11.2,13
2019,Texas,11.8,10.8,12.8
2019,Utah,8.3,7.7,8.9
2019,Vermont,7.4,6.5,8.4
2019,Virginia,9.8,9.2,10.5
2019,Washington,8.6,8,9.1
2019,West Virginia,13,12,14.1
2019,Wisconsin,7.4,6.6,8.3
2019,Wyoming,6.8,6,7.8
2019,Guam,13.7,11.8,15.8
2019,Puerto Rico,14.4,13.5,15.4
2020,Virgin Islands of the U.S.,No Data,No Data,No Data
2020,Alabama,12.9,11.9,14.1
2020,Alaska,7.4,6.4,8.6
2020,Arizona,9.7,9,10.5
2020,Arkansas,11.7,10.8,12.8
2020,California,9.2,8.2,10.3
2020,Colorado,7.1,6.6,7.7
2020,Connecticut,8.2,7.4,9
2020,Delaware,10.5,9.3,11.9
2020,District of Columbia,8.3,7.3,9.4
2020,Florida,9.5,8.6,10.5
2020,Georgia,10.7,9.9,11.6
2020,Hawaii,9.5,8.6,10.4
2020,Idaho,7.9,7,8.9
2020,Illinois,9.3,8.3,10.5
2020,Indiana,10.5,9.8,11.2
2020,Iowa,9,8.4,9.6
2020,Kansas,10,9.3,10.6
2020,Kentucky,11.4,10.3,12.5
2020,Louisiana,12.7,11.6,13.9
2020,Maine,8.3,7.6,9
2020,Maryland,9.1,8.5,9.7
2020,Massachusetts,7.7,6.9,8.5
2020,Michigan,10.6,9.8,11.5
2020,Minnesota,7.8,7.4,8.3
2020,Mississippi,13.1,12.1,14.1
2020,Missouri,9.4,8.7,10.1
2020,Montana,7.8,7.1,8.6
2020,Nebraska,8.9,8.3,9.5
2020,Nevada,9.7,8.3,11.3
2020,New Hampshire,7.5,6.7,8.2
2020,New Jersey,8.6,8,9.3
2020,New Mexico,11,10,12.2
2020,New York,9.1,8.5,9.8
2020,North Carolina,11,10.1,12
2020,North Dakota,9.3,8.3,10.4
2020,Ohio,10.9,10.3,11.6
2020,Oklahoma,11.9,10.9,12.9
2020,Oregon,8.4,7.6,9.3
2020,Pennsylvania,9.8,8.9,10.7
2020,Rhode Island,9,8.1,10
2020,South Carolina,11.9,10.8,13.1
2020,South Dakota,7,6,8
2020,Tennessee,12.5,11.4,13.8
2020,Texas,12.1,11,13.2
2020,Utah,8.5,7.9,9.1
2020,Vermont,6.7,6,7.5
2020,Virginia,9.8,9.1,10.5
2020,Washington,7.9,7.3,8.4
2020,West Virginia,13.1,12.2,14.1
2020,Wisconsin,7.6,6.8,8.5
2020,Wyoming,7.5,6.7,8.5
2020,Guam,16.6,13.9,19.7
2020,Puerto Rico,13.3,11.9,14.8
2021,Florida,No Data,No Data,No Data
2021,Alabama,13.3,12.1,14.5
2021,Alaska,8,7.1,9.1
2021,Arizona,9.7,9,10.4
2021,Arkansas,10.8,9.9,11.9
2021,California,10.9,9.9,11.9
2021,Colorado,6.5,6,7
2021,Connecticut,9.3,8.5,10.1
2021,Delaware,10,8.8,11.3
2021,District of Columbia,8.3,7.2,9.5
2021,Georgia,11.3,10.4,12.3
2021,Hawaii,8.1,7.4,8.9
2021,Idaho,8.8,8,9.6
2021,Illinois,9.7,8.6,11
2021,Indiana,10.8,10.1,11.4
2021,Iowa,8.6,7.9,9.2
2021,Kansas,10,9.5,10.5
2021,Kentucky,12.3,11.2,13.6
2021,Louisiana,12.4,11.3,13.7
2021,Maine,8.2,7.5,8.8
2021,Maryland,9.8,9.2,10.4
2021,Massachusetts,7.8,7,8.6
2021,Michigan,9.3,8.7,10
2021,Minnesota,7.9,7.5,8.4
2021,Mississippi,13.7,12.5,15
2021,Missouri,9.9,9.2,10.7
2021,Montana,7.6,6.9,8.4
2021,Nebraska,8.6,8.1,9.2
2021,Nevada,10.2,8.9,11.8
2021,New Hampshire,7.3,6.5,8.1
2021,New Jersey,8.7,8,9.5
2021,New Mexico,11.9,10.9,12.9
2021,New York,10.1,9.6,10.6
2021,North Carolina,11.1,10.1,12.1
2021,North Dakota,8.8,8,9.7
2021,Ohio,10.9,10.2,11.5
2021,Oklahoma,11.6,10.7,12.6
2021,Oregon,8.5,7.6,9.4
2021,Pennsylvania,9.5,8.6,10.4
2021,Rhode Island,9.1,8.2,10.2
2021,South Carolina,11.9,11.1,12.8
2021,South Dakota,9.6,8.3,11.2
2021,Tennessee,12.2,11.2,13.3
2021,Texas,11.1,10.1,12
2021,Utah,8.2,7.6,8.8
2021,Vermont,7.1,6.3,7.9
2021,Virginia,10.2,9.5,10.9
2021,Washington,7.9,7.4,8.5
2021,West Virginia,13.1,12.2,14.1
2021,Wisconsin,7.9,7.1,8.9
2021,Wyoming,7.6,6.7,8.6
2021,Guam,12.5,9.6,16.2
2021,Puerto Rico,14.4,13.1,15.8
2021,Virgin Islands of the U.S.,12.9,8.7,18.8
US Diabetes Surveillance System; www.cdc.gov/diabetes/data; Division of Diabetes Translation - Centers for Disease Control and Prevention.