Year,State,Diagnosed Diabetes (Percentage) ,Obesity (Percentage) ,Newly Diagnosed Diabetes (Rate per 1000),Newly Diagnosed Physical Inactivity (Percentage) 
2010,Alabama,9.816417910447761,28.253731343283583,13.567164179104477,27.23283582089552
2010,Alaska,7.592592592592593,23.14814814814815,7.2407407407407405,21.35925925925926
2010,Arizona,8.546666666666665,26.94,10.046666666666665,22.933333333333334
2010,Arkansas,8.341333333333333,23.941333333333333,12.029333333333334,23.721333333333334
2010,California,7.584482758620689,22.893103448275863,7.786206896551724,18.81896551724138
2010,Colorado,6.5125,18.671875,5.634375,18.325
2010,Connecticut,7.199999999999999,23.5625,7.5,21.175
2010,Delaware,9.166666666666666,29.5,8.799999999999999,24.400000000000002
2010,District of Columbia,8.4,21.2,7.8,19.5
2010,Florida,9.432835820895523,28.123880597014924,11.076119402985075,24.491044776119406
2010,Georgia,8.347798742138364,21.264150943396228,11.777987421383648,21.569811320754717
2010,Hawaii,7.8,21.46,7.76,17.9
2010,Idaho,7.375,22.538636363636364,8.215909090909092,20.186363636363637
2010,Illinois,7.1872549019607845,20.79019607843137,8.901960784313726,20.745098039215687
2010,Indiana,8.044565217391305,26.294565217391302,10.019565217391303,23.46195652173913
2010,Iowa,7.071717171717172,22.307070707070707,8.255555555555555,20.84040404040404
2010,Kansas,7.419047619047619,22.12761904761905,9.620952380952382,20.768571428571427
2010,Kentucky,8.4025,25.069166666666668,12.365,24.875
2010,Louisiana,9.36875,27.3046875,12.9859375,25.725
2010,Maine,8.03125,27.85625,9.6,21.94375
2010,Maryland,9.025,28.808333333333334,9.9375,24.458333333333332
2010,Massachusetts,7.557142857142857,22.364285714285717,7.228571428571429,20.349999999999998
2010,Michigan,7.871084337349397,25.449397590361446,9.793975903614458,21.566265060240966
2010,Minnesota,7.072413793103448,21.828735632183907,6.625287356321839,19.444827586206898
2010,Mississippi,10.149999999999999,28.650000000000002,14.428048780487805,27.89390243902439
2010,Missouri,7.46,21.973913043478262,10.30695652173913,21.763478260869565
2010,Montana,6.976785714285714,19.948214285714283,6.994642857142857,20.089285714285715
2010,Nebraska,7.090322580645161,22.643010752688173,7.320430107526882,21.455913978494625
2010,Nevada,7.2823529411764705,22.288235294117644,8.51764705882353,20.676470588235293
2010,New Hampshire,7.49,26.119999999999997,8.0,21.28
2010,New Jersey,8.176190476190477,25.152380952380955,8.390476190476189,24.533333333333335
2010,New Mexico,7.618181818181818,23.490909090909092,8.148484848484848,21.336363636363636
2010,New York,7.699999999999999,24.36935483870968,8.3,21.956451612903226
2010,North Carolina,8.793,24.779,11.502,23.304000000000002
2010,North Dakota,7.166037735849057,20.647169811320754,7.8999999999999995,20.669811320754718
2010,Ohio,8.146590909090909,25.89090909090909,10.486363636363636,23.510227272727274
2010,Oklahoma,8.405194805194807,24.794805194805196,12.054545454545455,24.954545454545453
2010,Oregon,7.263888888888889,23.591666666666665,9.391666666666667,18.694444444444443
2010,Pennsylvania,8.234328358208955,26.965671641791044,10.286567164179106,23.449253731343283
2010,Rhode Island,6.58,23.54,7.0,21.419999999999998
2010,South Carolina,10.128260869565217,30.85217391304348,12.604347826086956,26.752173913043475
2010,South Dakota,7.342424242424243,21.78787878787879,8.927272727272728,21.386363636363637
2010,Tennessee,8.046315789473685,24.267368421052634,11.758947368421051,23.618947368421054
2010,Texas,7.5208661417322835,20.208661417322833,9.623228346456694,20.51299212598425
2010,Utah,7.2379310344827585,21.817241379310346,7.372413793103449,19.275862068965516
2010,Vermont,6.535714285714286,23.664285714285715,6.142857142857143,19.114285714285717
2010,Virginia,8.06492537313433,21.86492537313433,10.626119402985076,21.437313432835822
2010,Washington,7.861538461538462,27.351282051282052,9.835897435897436,19.3
2010,West Virginia,8.665454545454546,26.19090909090909,11.807272727272727,25.785454545454545
2010,Wisconsin,7.322222222222223,24.754166666666666,7.522222222222222,20.493055555555557
2010,Wyoming,7.021739130434782,22.8,7.28695652173913,21.082608695652173
2014,Alabama,10.544776119402986,30.029850746268657,12.319402985074626,24.64029850746269
2014,Alaska,7.962962962962963,26.18888888888889,7.325925925925926,19.02962962962963
2014,Arizona,8.94,28.36,8.3,20.793333333333333
2014,Arkansas,8.906666666666666,27.587999999999997,11.473333333333333,23.976
2014,California,7.841379310344828,23.558620689655175,7.043103448275862,17.65344827586207
2014,Colorado,6.696875,21.3,4.9359375,16.415625
2014,Connecticut,7.3375,25.65,5.525,19.0375
2014,Delaware,10.066666666666666,30.733333333333334,10.033333333333333,24.2
2014,District of Columbia,8.8,22.6,8.1,17.6
2014,Florida,9.170149253731344,27.392537313432836,8.970149253731343,23.108955223880596
2014,Georgia,8.779874213836479,24.206289308176103,10.841509433962264,19.81572327044025
2014,Hawaii,7.68,21.18,6.640000000000001,17.56
2014,Idaho,7.413636363636363,25.48409090909091,6.588636363636363,18.16590909090909
2014,Illinois,7.5627450980392155,23.352941176470587,7.729411764705882,18.068627450980394
2014,Indiana,8.670652173913044,28.006521739130434,8.956521739130435,22.710869565217394
2014,Iowa,7.66060606060606,27.043434343434345,7.2868686868686865,20.28080808080808
2014,Kansas,7.968571428571429,27.025714285714283,7.906666666666667,21.176190476190477
2014,Kentucky,9.085,27.965,10.2225,23.524166666666666
2014,Louisiana,9.609375,29.3765625,11.3171875,25.178125
2014,Maine,7.88125,27.66875,7.7625,19.25
2014,Maryland,9.354166666666666,30.008333333333336,7.920833333333333,21.912499999999998
2014,Massachusetts,7.992857142857143,23.157142857142855,6.985714285714286,18.335714285714285
2014,Michigan,8.110843373493976,27.220481927710846,7.840963855421686,19.563855421686746
2014,Minnesota,7.308045977011494,26.368965517241378,5.579310344827586,18.986206896551725
2014,Mississippi,10.174390243902439,28.39390243902439,12.873170731707315,25.803658536585367
2014,Missouri,8.012173913043478,25.406086956521737,8.434782608695652,20.605217391304347
2014,Montana,7.55,24.810714285714287,6.623214285714285,19.601785714285715
2014,Nebraska,7.486021505376344,28.412903225806453,6.316129032258064,21.49247311827957
2014,Nevada,7.517647058823529,23.688235294117646,6.7176470588235295,19.776470588235295
2014,New Hampshire,8.03,27.21,6.07,19.23
2014,New Jersey,8.4,26.390476190476193,6.633333333333334,21.98095238095238
2014,New Mexico,8.27878787878788,25.04848484848485,6.678787878787879,21.10909090909091
2014,New York,7.770967741935484,24.462903225806453,7.064516129032258,19.809677419354838
2014,North Carolina,8.919,26.109,8.974,21.416
2014,North Dakota,7.5452830188679245,27.48867924528302,6.990566037735849,21.245283018867923
2014,Ohio,9.085227272727273,29.04090909090909,8.55909090909091,23.14659090909091
2014,Oklahoma,9.14935064935065,28.12727272727273,9.875324675324675,24.945454545454545
2014,Oregon,7.8999999999999995,25.163888888888888,7.330555555555555,16.422222222222224
2014,Pennsylvania,8.547761194029851,28.561194029850746,8.016417910447762,21.601492537313433
2014,Rhode Island,7.540000000000001,24.88,6.459999999999999,19.16
2014,South Carolina,11.271739130434783,31.804347826086957,10.469565217391304,25.30217391304348
2014,South Dakota,7.966666666666666,25.33939393939394,8.068181818181818,19.025757575757577
2014,Tennessee,8.606315789473685,25.33157894736842,9.601052631578948,23.193684210526317
2014,Texas,7.499606299212599,21.735826771653542,9.51771653543307,17.898031496062995
2014,Utah,7.441379310344828,24.56206896551724,6.568965517241379,18.275862068965516
2014,Vermont,6.628571428571428,25.164285714285715,5.957142857142857,18.542857142857144
2014,Virginia,8.384962406015038,24.157894736842106,9.418045112781954,19.811278195488722
2014,Washington,8.04102564102564,27.35641025641026,6.4051282051282055,17.93846153846154
2014,West Virginia,9.385454545454547,30.076363636363638,10.012727272727274,24.59090909090909
2014,Wisconsin,7.597222222222222,27.641666666666666,6.422222222222222,19.24722222222222
2014,Wyoming,7.356521739130434,25.186956521739127,6.404347826086957,21.02173913043478
2016,Alabama,10.695522388059702,30.847761194029854,14.701492537313433,25.132835820895522
2016,Alaska,8.24074074074074,26.52962962962963,8.466666666666667,18.54074074074074
2016,Arizona,9.193333333333333,27.746666666666666,8.726666666666667,22.02
2016,Arkansas,9.198666666666666,27.424000000000003,14.142666666666667,24.166666666666668
2016,California,8.020689655172413,23.510344827586206,8.001724137931035,17.28448275862069
2016,Colorado,6.9078125,21.56875,5.728125,15.703125
2016,Connecticut,7.5375,25.849999999999998,6.5875,18.3125
2016,Delaware,10.066666666666666,31.366666666666664,10.233333333333333,26.066666666666663
2016,District of Columbia,9.0,24.0,7.2,16.9
2016,Florida,9.91641791044776,29.43880597014925,10.104477611940299,27.334328358208957
2016,Georgia,8.778616352201258,23.233962264150943,14.740251572327043,19.349056603773583
2016,Hawaii,8.4,21.94,8.02,17.580000000000002
2016,Idaho,7.665909090909091,25.897727272727273,6.859090909090909,18.59090909090909
2016,Illinois,7.625490196078431,22.754901960784313,9.2,17.07156862745098
2016,Indiana,8.71304347826087,28.084782608695654,10.278260869565218,21.792391304347827
2016,Iowa,7.756565656565656,27.09090909090909,7.928282828282828,19.505050505050505
2016,Kansas,8.011428571428572,28.122857142857143,8.462857142857143,21.026666666666667
2016,Kentucky,9.096666666666666,28.319166666666668,11.379999999999999,23.140833333333333
2016,Louisiana,9.778125,29.28125,14.1015625,23.61875
2016,Maine,7.875,29.2125,7.3875,18.90625
2016,Maryland,9.816666666666666,31.825000000000003,8.658333333333333,22.45
2016,Massachusetts,7.942857142857142,23.842857142857145,6.235714285714286,18.064285714285713
2016,Michigan,8.35301204819277,27.595180722891566,8.827710843373495,19.13132530120482
2016,Minnesota,7.562068965517241,27.4816091954023,7.472413793103448,18.417241379310344
2016,Mississippi,10.251219512195123,28.99878048780488,14.548780487804878,25.386585365853655
2016,Missouri,8.458260869565217,25.851304347826087,10.790434782608697,20.383478260869566
2016,Montana,7.553571428571429,24.344642857142855,7.083928571428571,18.410714285714285
2016,Nebraska,7.578494623655914,29.352688172043013,7.125806451612903,21.79784946236559
2016,Nevada,7.823529411764706,24.22941176470588,6.594117647058823,19.064705882352943
2016,New Hampshire,7.67,27.410000000000004,6.04,19.3
2016,New Jersey,8.085714285714285,26.74761904761905,6.780952380952381,24.0
2016,New Mexico,8.503030303030304,25.46060606060606,7.221212121212122,19.74848484848485
2016,New York,8.774193548387096,29.345161290322583,8.780645161290321,22.84032258064516
2016,North Carolina,8.902999999999999,26.229,10.517999999999999,20.647
2016,North Dakota,7.60188679245283,27.335849056603774,7.286792452830189,20.70754716981132
2016,Ohio,9.181818181818182,29.6125,8.50340909090909,23.204545454545453
2016,Oklahoma,9.174025974025973,27.7012987012987,10.741558441558443,23.65064935064935
2016,Oregon,7.947222222222223,26.336111111111112,8.027777777777779,16.572222222222223
2016,Pennsylvania,8.285074626865672,27.480597014925372,8.83731343283582,20.15820895522388
2016,Rhode Island,7.4799999999999995,25.16,6.919999999999999,19.759999999999998
2016,South Carolina,11.332608695652173,32.86521739130435,10.780434782608696,25.880434782608695
2016,South Dakota,7.856060606060606,25.392424242424244,9.081818181818182,17.62878787878788
2016,Tennessee,8.811578947368421,26.231578947368423,12.104210526315791,21.943157894736842
2016,Texas,7.579527559055118,21.27716535433071,11.351968503937009,16.816929133858267
2016,Utah,7.662068965517241,24.858620689655172,7.5344827586206895,17.158620689655173
2016,Vermont,7.207142857142857,26.314285714285713,6.128571428571428,18.557142857142857
2016,Virginia,8.536090225563909,24.625563909774435,10.660902255639098,19.322556390977443
2016,Washington,7.994871794871795,28.48205128205128,6.797435897435898,17.392307692307693
2016,West Virginia,10.007272727272726,31.745454545454546,12.181818181818182,23.62545454545455
2016,Wisconsin,7.547222222222222,27.244444444444444,7.523611111111112,17.80138888888889
2016,Wyoming,7.256521739130435,25.86086956521739,6.408695652173913,20.969565217391306
2018,Alabama,11.208955223880597,30.91044776119403,13.277611940298508,25.37014925373134
2018,Alaska,8.070370370370371,26.44074074074074,9.466666666666667,19.0
2018,Arizona,9.333333333333334,29.853333333333335,8.166666666666666,21.34
2018,Arkansas,9.609333333333334,28.328,11.965333333333334,25.06
2018,California,7.953448275862069,24.112068965517242,7.8293103448275865,17.641379310344828
2018,Colorado,6.8453125,21.1328125,7.365625,15.278125
2018,Connecticut,7.7125,26.9375,7.0125,18.975
2018,Delaware,10.433333333333334,34.266666666666666,8.6,27.666666666666668
2018,District of Columbia,8.7,24.6,5.7,18.5
2018,Florida,10.073134328358208,30.628358208955223,8.598507462686568,27.177611940298508
2018,Georgia,9.10188679245283,24.154088050314467,13.268553459119495,20.209433962264153
2018,Hawaii,8.74,23.259999999999998,9.82,17.28
2018,Idaho,7.943181818181818,25.95,9.079545454545455,18.85909090909091
2018,Illinois,7.552941176470588,22.725490196078432,13.566666666666666,17.054901960784314
2018,Indiana,9.21195652173913,29.38913043478261,10.835869565217392,23.244565217391305
2018,Iowa,7.906060606060606,30.35050505050505,8.35050505050505,20.106060606060606
2018,Kansas,8.484761904761905,29.377142857142857,9.716190476190476,21.379047619047622
2018,Kentucky,9.450833333333332,30.04416666666667,11.183333333333334,24.3875
2018,Louisiana,9.946875,28.9578125,13.0859375,22.94375
2018,Maine,8.36875,30.0625,8.0375,20.38125
2018,Maryland,10.012500000000001,32.483333333333334,8.304166666666667,22.5125
2018,Massachusetts,7.378571428571428,24.24285714285714,6.442857142857143,18.564285714285713
2018,Michigan,8.321686746987952,28.23253012048193,9.385542168674698,19.6855421686747
2018,Minnesota,7.811494252873564,29.52413793103448,7.085057471264368,20.101149425287357
2018,Mississippi,10.928048780487805,31.332926829268295,13.00609756097561,25.589024390243903
2018,Missouri,8.405217391304348,26.293913043478263,9.694782608695652,21.030434782608694
2018,Montana,7.817857142857143,25.414285714285715,8.6875,19.907142857142855
2018,Nebraska,7.908602150537634,30.810752688172045,8.268817204301076,22.048387096774192
2018,Nevada,8.13529411764706,25.11764705882353,9.788235294117648,19.011764705882353
2018,New Hampshire,8.08,29.27,6.529999999999999,20.080000000000002
2018,New Jersey,8.861904761904762,27.585714285714282,7.614285714285715,24.952380952380953
2018,New Mexico,8.712121212121213,27.35151515151515,7.663636363636364,20.166666666666668
2018,New York,9.201612903225806,30.719354838709677,8.253225806451614,22.86935483870968
2018,North Carolina,8.992,25.975,11.353,19.848
2018,North Dakota,8.09811320754717,29.27547169811321,8.739622641509433,21.32075471698113
2018,Ohio,9.682954545454546,32.29204545454545,10.040909090909091,24.135227272727274
2018,Oklahoma,9.215584415584416,28.058441558441558,11.153246753246753,22.666233766233766
2018,Oregon,8.149999999999999,27.583333333333332,8.399999999999999,17.697222222222223
2018,Pennsylvania,8.350746268656716,28.08059701492537,9.498507462686566,19.444776119402984
2018,Rhode Island,7.640000000000001,25.96,6.0,19.68
2018,South Carolina,11.786956521739132,33.971739130434784,11.171739130434782,26.32608695652174
2018,South Dakota,8.381818181818183,26.565151515151513,10.245454545454546,19.09090909090909
2018,Tennessee,9.16736842105263,26.894736842105264,12.094736842105263,22.212631578947367
2018,Texas,7.714566929133858,21.775196850393698,13.170472440944883,16.65511811023622
2018,Utah,7.872413793103449,26.451724137931034,7.555172413793104,17.093103448275862
2018,Vermont,7.378571428571428,27.335714285714285,6.857142857142857,18.42142857142857
2018,Virginia,8.834586466165414,26.39548872180451,10.798496240601503,20.069172932330826
2018,Washington,8.251282051282052,29.387179487179484,7.8076923076923075,17.33076923076923
2018,West Virginia,10.510909090909092,32.69272727272727,13.687272727272726,23.37636363636364
2018,Wisconsin,7.480555555555556,27.88611111111111,7.451388888888889,17.63611111111111
2018,Wyoming,7.469565217391305,27.20434782608696,6.947826086956522,20.491304347826087
